ingredient_code,standard_name_kr,standard_name_en,alias_kr,alias_en
성분사전 표준화명칭목록,,,,
2026.06.30 기준,,,,
12356,아이소미레스-3,Isomyreth-3,,
12357,아이소미레스-9,Isomyreth-9,,
12358,아이소노나미도프로필에틸다이모늄에토설페이트,Isononamidopropyl Ethyldimonium Ethosulfate,,
12359,아이소노닐페룰레이트,Isononyl Ferulate,,
12360,아이소페닐트라이메톡시신나메이트트라이실록세인,Isopentyl Trimethoxycinnamate Trisiloxane,,
12361,아이소펜틸사이클로헥산온,Isopentylcyclohexanone,,
12362,아이소프렌/펜타다이엔코폴리머,Isoprene/Pentadiene Copolymer,,
12363,아이소프로판올아민라놀레이트,Isopropanolamine Lanolate,,
12364,아이소프로필리덴다이페놀비스하이드록시프로필피이지-180,Isopropylidenediphenol Bishydroxypropyl PEG-180,,
12365,아이소소바이드라우레이트,Isosorbide Laurate,,
12366,아이소스테아라마이드엠이에이,Isostearamide MEA,,
12367,아이소스테아라미도모폴린스테아레이트,Isostearamidomorpholine Stearate,,
12368,아이소스테아라미도프로필다이메틸아민글루코네이트,Isostearamidopropyl Dimethylamine Gluconate,,
12369,아이소스테아라미도프로필다이메틸아민글라이콜레이트,Isostearamidopropyl Dimethylamine Glycolate,,
12370,아이소스테아라미도프로필에폭시프로필다이모늄클로라이드,Isostearamidopropyl Epoxypropyl Dimonium Chloride,,
12371,2-아미노부탄올,2-Aminobutanol,,
12372,2-아미노메틸-p-아미노페놀에이치씨엘,2-Aminomethyl-p-Aminophenol HCl,,
12373,2-클로로-5-나이트로-N-하이드록시에틸p-페닐렌다이아민,2-Chloro-5-Nitro-N-Hydroxyethyl p-Phenylenediamine,,
12375,2-헵틸사이클로펜타논,2-Heptylcyclopentanone,,
12376,2-메톡시-p-페닐렌다이아민설페이트,2-Methoxy-p-Phenylenediamine Sulfate,,
12377,2-메틸-1-나프톨,2-Methyl-1-Naphthol,,
12378,2-나이트로-5-글리세릴메틸아닐린,2-Nitro-5-Glyceryl Methylaniline,,
12379,2-t-부틸사이클로헥실옥시부탄올,2-t-Butylcyclohexyloxybutanol,,
12381,3-에틸아미노-p-크레솔설페이트,3-Ethylamino-p-Cresol Sulfate,,
12382,피피지-3-아이소데세스-1,PPG-3-Isodeceth-1,,
12383,피피지-3-아이스테아레스-9,PPG-3-Isosteareth-9,,
12384,피피지-3-라우레스-9,PPG-3-Laureth-9,,
12385,피피지-3-미레스-11,PPG-3-Myreth-11,,
12386,피피지-3-미레스-3,PPG-3-Myreth-3,,
12387,피피지-3-피이지-6올레일에터,PPG-3-PEG-6 Oleyl Ether,,
12388,피피지-4호호바애씨드,PPG-4 Jojoba Acid,,
12389,피피지-4호호바알코올,PPG-4 Jojoba Alcohol,,
12390,피피지-4라우레스-2,PPG-4 Laureth-2,,
12391,피피지-4라우레스-7,PPG-4 Laureth-7,,
12392,피피지-4라우릴에터,PPG-4 Lauryl Ether,,
12393,피피지-4미리스틸에터,PPG-4 Myristyl Ether,,
12394,피피지-4트라이데세스-6,PPG-4 Trideceth-6,,
12395,피피지-4데세스-4,PPG-4-Deceth-4,,
12396,피피지-5라놀레이트,PPG-5 Lanolate,,
12397,피피지-5토코페레스-2,PPG-5 Tocophereth-2,,
12398,피피지-50글리세릴에터,PPG-50 Glyceryl Ether,,
12399,피피지-50올레일에터,PPG-50 Oleyl Ether,,
12400,피피지-5부테스-7,PPG-5-Buteth-7,,
12401,피피지-6C12-18알케스-11,PPG-6 C12-18 Alketh-11,피피지-6C12-18파레스-11,PPG-6 C12-18 Pareth-11
12402,피피지-6글리세릴에터,PPG-6 Glyceryl Ether,,
12403,피피지-6트라이데세스-8,PPG-6 Trideceth-8,,
12404,피피지-66-글리세레스-12,PPG-66-Glycereth-12,,
12405,피피지-68-피이지-10트라이메틸올프로판,PPG-68-PEG-10 Trimethylolpropane,,
12406,피피지-6-데세스-4,PPG-6-Deceth-4,,
12407,피피지-6-데세스-9,PPG-6-Deceth-9,,
12408,피피지-6라우레스-3,PPG-6-Laureth-3,,
12409,피피지-6-솔베스-245,PPG-6-Sorbeth-245,,
12410,피피지-6-솔베스-500,PPG-6-Sorbeth-500,,
12411,피피지-7라우릴에터,PPG-7 Lauryl Ether,,
12412,피피지-7/석시닉애씨드코폴리머,PPG-7/Succinic Acid Copolymer,,
12413,피피지-77트라이메틸올프로판에터,PPG-77 Trimethylolpropane Ether,,
12414,다이부틸렌테트라퍼퓨랄,Dibutylene Tetrafurfural,,
12415,다이부틸헥실아이피디아이,Dibutylhexyl IPDI,,
12416,데세스-9,Deceth-9,,
12417,데실베타인,Decyl Betaine,,
12418,데실아이소스테아레이트,Decyl Isostearate,,
12419,데실머캅토메틸이미다졸,Decyl Mercaptomethylimidazole,,
12420,데실석시네이트,Decyl Succinate,,
12421,데실아민옥사이드,Decylamine Oxide,,
12422,데실테트라데세스-30,Decyltetradeceth-30,,
12423,델타-데카락톤,Delta-Decalactone,,
12424,델타메트린,Deltamethrin,,
12425,디오도라이즈드케로신,Deodorized Kerosene,,
12426,디옥시글루타밀프룩토오스,Deoxyglutamyl Fructose,,
12427,디옥시리보뉴클레아제,Deoxyribonuclease,,
12428,디프로티나이즈드세럼,Deproteinized Serum,,
12429,데퀄리늄아세테이트,Dequalinium Acetate,,
12430,덱스트린베헤네이트,Dextrin Behenate,,
12431,덱스트린라우레이트,Dextrin Laurate,,
12432,덱스트린스테아레이트,Dextrin Stearate,,
12433,다이암모늄라우릴설포석시네이트,Diammonium Lauryl Sulfosuccinate,,
12434,다이암모늄올레아미도피이지-2설포석시네이트,Diammonium Oleamido PEG-2 Sulfosuccinate,,
12435,다이아밀하이드로퀴논,Diamylhydroquinone,,
12436,다이베헨아미도프로필다이메틸아민다이리놀리에이트,Dibehenamidopropyldimethylamine Dilinoleate,,
12437,다이베헤닐/다이아라키딜다이모늄클로라이드,Dibehenyl/Diarachidyl Dimonium Chloride,,
12438,다이베헤닐다이모늄메토설페이트,Dibehenyldimonium Methosulfate,,
12439,다이벤조티오펜,Dibenzothiophene,,
12440,다이브로모사이아노아세타마이드,Dibromocyanoacetamide,,
12441,다이부틸옥살레이트,Dibutyl Oxalate,,
12442,아이소스테아라미도프로필에폭시프로필모폴리늄클로라이드,Isostearamidopropyl Epoxypropylmorpholinium Chloride,,
12443,아이소스테아라미도프로필에틸모폴리늄에토설페이트,Isostearamidopropyl Ethylmorpholinium Ethosulfate,,
12444,아이소스테아라미도프로필라우릴아세토다이모늄클로라이드,Isostearamidopropyl Laurylacetodimonium Chloride,,
12445,아이소스테아라미도프로필피지-다이모늄클로라이드,Isostearamidopropyl PG-Dimonium Chloride,,
12446,아이소스테아라미도프로필아민옥사이드,Isostearamidopropylamine Oxide,,
12447,아이소스테아라미노프로팔코늄클로라이드,Isostearaminopropalkonium Chloride,,
12448,아이소스테아레스-11카복실릭애씨드,Isosteareth-11 Carboxylic Acid,,
12449,아이소스테아레스-2포스페이트,Isosteareth-2 Phosphate,,
12450,아이소스테아레스-22,Isosteareth-22,,
12451,아이소스테아레스-3,Isosteareth-3,,
12452,아이소스테아레스-5,Isosteareth-5,,
12453,아이소스테아레스-50,Isosteareth-50,,
12454,아이소스테아레스-6카복실릭애씨드,Isosteareth-6 Carboxylic Acid,,
12455,아이소스테아로일피지-트라이모늄클로라이드,Isostearoyl PG-Trimonium Chloride,,
12456,아이소스테아릴다이리놀레아미도프로필베타이네이트클로라이드,Isostearyl Dilinoleamidopropyl Betainate Chloride,,
12457,아이소스테아릴아이소스테아로일스테아레이트,Isostearyl Isostearoyl Stearate,,
12458,아이소스테아릴리시놀레아미도프로필베타이네이트클로라이드,Isostearyl Ricinoleamidopropyl Betainate Chloride,,
12459,아이소트라이데실라우레이트,Isotridecyl Laurate,,
12460,호호바아미노산,Jojoba Amino Acids,,
12461,율리아나 아드스트링겐스나무껍질추출물,Juliana Adstringens Bark Extract,,
12462,스코풀로룸향나무추출물,Juniperus Scopulorum Extract,,
12463,칼리크레인,Kallikrein,,
12464,리튬카보네이트,Lithium Carbonate,,
12465,간하이드롤리세이트,Liver Hydrolysate,,
12466,그룸웰뿌리추출물,Macrotomia Euchroma Root Extract,,
12467,4-(2-베타-글루코피라노실록시)프로폭시-2-하이드록시벤조페논,4-(2-Beta-Glucopyranosiloxy) Propoxy-2-Hydroxybenzophenone,,
12468,4-아미노-2-나이트로다이페닐아민-2'-카복실릭애씨드,4-Amino-2-Nitrodiphenylamine-2'-Carboxylic Acid,,
12469,4-클로로레조시놀,4-Chlororesorcinol,,
12470,4-플루오로-6-메틸-m-페닐렌다이아민설페이트,4-Fluoro-6-Methyl-m-Phenylenediamine Sulfate,,
12471,"4-하이드록시-1,3-벤조자티올-2-온","4-Hydroxy-1,3-Benzoxathiol-2-one",,
12472,"4-메틸벤질4,5-다이아미노피라졸설페이트","4-Methylbenzyl 4,5-Diamino Pyrazole Sulfate",,
12473,4-나이트로-o-페닐렌다이아민다이하이드로클로라이드,4-Nitro-o-Phenylenediamine Dihydrochloride,,
12474,4-나이트로-o-페닐렌다이아민에이치씨엘,4-Nitro-o-Phenylenediamine HCl,,
12475,4-t-부틸벤즈알데하이드,4-t-Butyl Benzaldehyde,,
12476,4-t-부틸벤조익애씨드,4-t-Butylbenzoic Acid,,
12477,5-아미노-4-클로로-o-크레솔,5-Amino-4-Chloro-o-Cresol,,
12478,5-아미노-4-클로로-o-크레솔에이치씨엘,5-Amino-4-Chloro-o-Cresol HCl,,
12479,5-아미노-6-클로로-o-크레솔,5-Amino-6-Chloro-o-Cresol,,
12480,6-아미노-m-크레솔,6-Amino-m-Cresol,,
12481,6-메톡시-2-메틸아미노-3-아미노피리딘에이치씨엘,6-Methoxy-2-methylamino-3-aminopyridine HCL,,
12482,피피지-8폴리글리세릴-2에터,PPG-8 Polyglyceryl-2 Ether,,
12483,피피지-8-세레스-2,PPG-8-Ceteth-2,,
12484,피피지-9라우레이트,PPG-9 Laurate,,
12485,피피지-9-스테아레스-3,PPG-9-Steareth-3,,
12486,프로판트라이카복실릭애씨드,Propane Tricarboxylic Acid,,
12487,프로피오닐콜라겐아미노산,Propionyl Collagen Amino Acids,,
12488,프로필C12-15알케스-8카복실레이트,Propyl C12-15 Alketh-8 Carboxylate,프로필C12-15파레스-8카복실레이트,Propyl C12-15 Pareth-8 Carboxylate
12489,프로필렌글라이콜베헤네이트,Propylene Glycol Behenate,,
12490,프로필렌글라이콜부틸에터,Propylene Glycol Butyl Ether,,
12491,프로필렌글라이콜카프레스-4,Propylene Glycol Capreth-4,,
12492,프로필렌글라이콜다이카프로에이트,Propylene Glycol Dicaproate,,
12493,프로필렌글라이콜다이운데카노에이트,Propylene Glycol Diundecanoate,,
12494,프로필렌글라이콜헵타노에이트,Propylene Glycol Heptanoate,,
12495,프로필렌글라이콜아이소데세스-12,Propylene Glycol Isodeceth-12,,
12496,프로필렌글라이콜아이소데세스-4,Propylene Glycol Isodeceth-4,,
12497,프로필렌글라이콜라우레스-6,Propylene Glycol Laureth-6,,
12498,프로필렌글라이콜리놀리네이트,Propylene Glycol Linolenate,,
12499,프로필렌글라이콜미리스틸에터,Propylene Glycol Myristyl Ether,,
12500,프로필렌글라이콜올레스-5,Propylene Glycol Oleth-5,,
12501,신양벚나무열매,Prunus Cerasus (Bitter Cherry) Fruit,,
12502,구아바열매즙,Psidium Guajava Fruit Juice,,
12503,피브이피/브이에이/이타코닉애씨드코폴리머,PVP/VA/Itaconic Acid Copolymer,,
12504,피리카베이트,Pyricarbate,,
12505,콰신,Quassin,,
12506,쿼터늄-16,Quaternium-16,,
12507,쿼터늄-18메토설페이트,Quaternium-18 Methosulfate,,
12508,쿼터늄-43,Quaternium-43,,
12509,쿼터늄-53,Quaternium-53,,
12510,쿼터늄-56,Quaternium-56,,
12511,다이부틸옥틸말레이트,Dibutyloctyl Malate,,
12512,다이-C12-15알킬아디페이트,Di-C12-15 Alkyl Adipate,,
12513,다이-C12-20알킬다이모늄셀룰로오스설페이트,Di-C12-20 Alkyl Dimonium Cellulose Sulfate,,
12514,다이-C14-15알킬타트레이트,Di-C14-15 Alkyl Tartrate,,
12515,다이-C14-18알킬다이모늄클로라이드,Di-C14-18 Alkyl Dimonium Chloride,,
12516,다이-C16-18알킬다이머다이리놀리에이트,Di-C16-18 Alkyl Dimer Dilinoleate,,
12517,다이세테아레스-10포스페이트,Diceteareth-10 Phosphate,,
12518,다이세틸아디페이트,Dicetyl Adipate,,
12519,다이세틸에터,Dicetyl Ether,,
12520,다이세틸티오다이프로피오네이트,Dicetyl Thiodipropionate,,
12521,다이클로로페닐이미다졸다이옥솔란,Dichlorophenyl Imidazoldioxolan,,
12522,다이코코다이메틸아민다이리놀리에이트,Dicocodimethylamine Dilinoleate,,
12523,다이사이클로펜타다이엔/t-부틸크레솔코폴리머,Dicyclopentadiene/t-Butylcresol Copolymer,,
12524,다이데실테트라데실아이피디아이,Didecyltetradecyl IPDI,,
12525,다이에루식애씨드,Dierucic Acid,,
12526,다이에톡시노나다이엔,Diethoxynonadiene,,
12527,다이에틸아디페이트,Diethyl Adipate,,
12528,다이에틸아스파테이트,Diethyl Aspartate,,
12529,다이에틸카프릴아마이드,Diethyl Caprylamide,,
12530,다이에틸글루타메이트,Diethyl Glutamate,,
12531,다이에틸트라이옥소피멜레이트,Diethyl Trioxopimelate,,
12532,다이에틸아미노에틸코코에이트,Diethylaminoethyl Cocoate,,
12533,마못오일,Marmot Oil,,
12534,골수지질,Marrow Lipids,,
12535,m-크레졸,m-Cresol,,
12536,m-다이메틸아미노페닐우레아,m-Dimethylaminophenyl Urea,,
12537,엠이에이피피지-6라우레스-7카복실레이트,MEA PPG-6 Laureth-7 Carboxylate,,
12538,엠이에이-벤조에이트,MEA-Benzoate,,
12539,엠이에이-비오티네이트,MEA-Biotinate,,
12540,엠이에이-하이드롤라이즈드콜라겐,MEA-Hydrolyzed Collagen,,
12541,엠이에이-하이드롤라이즈드실크,MEA-Hydrolyzed Silk,,
12543,엠이에이-라우레스-6카복실레이트,MEA-Laureth-6 Carboxylate,,
12544,마그네슘알지네이트,Magnesium Alginate,,
12545,마그네슘벤조에이트,Magnesium Benzoate,,
12546,마그네슘코코-설페이트,Magnesium Coco-Sulfate,,
12547,마그네슘플루오로실리케이트,Magnesium Fluorosilicate,,
12548,마그네슘하이드로젠포스페이트,Magnesium Hydrogen Phosphate,,
12549,마그네슘라우레스-11카복실레이트,Magnesium Laureth-11 Carboxylate,,
12550,마그네슘라우레스-16설페이트,Magnesium Laureth-16 Sulfate,,
12551,마그네슘라우레스-5설페이트,Magnesium Laureth-5 Sulfate,,
12552,마그네슘탈로우에이트,Magnesium Tallowate,,
12553,말로닉애씨드,Malonic Acid,,
12554,맥아즙,Malt Juice,,
12555,모스카타접시꽃잎추출물,Malva Moschata Leaf Extract,,
12556,모스카타접시꽃뿌리 추출물,Malva Moschata Root Extract,,
12557,당아욱꽃가루,Malva Sylvestris (Mallow) Flower Powder,,
12558,m-아미노페놀에이치씨엘,m-Aminophenol HCl,,
12559,유방하이드롤리세이트,Mammarian Hydrolysate,,
12560,유방추출물,Mammary Extract,,
12561,망가니즈아세틸메티오네이트,Manganese Acetylmethionate,,
12562,망가니즈글리세로포스페이트,Manganese Glycerophosphate,,
12563,만니탄라우레이트,Mannitan Laurate,,
12564,7-에틸바이사이클로옥사졸리딘,7-Ethylbicyclooxazolidine,,
12565,흰전나무잎왁스,Abies Alba Leaf Wax,,
12566,아비에틸알코올,Abietyl Alcohol,,
12567,아세타미도카프로익애씨드,Acetamidocaproic Acid,,
12568,아세타미도에톡시부틸트라이모늄클로라이드,Acetamidoethoxybutyl Trimonium Chloride,,
12569,아세타미노살롤,Acetaminosalol,,
12570,아세틸알지닌,Acetyl Arginine,,
12571,아세틸벤조일옥시프라스테론,Acetyl Benzoyloxy Prasterone,,
12572,아세틸히스티딘,Acetyl Histidine,,
12573,아세틸트라이헥실시트레이트,Acetyl Trihexyl Citrate,,
12574,아세틸레이티드세틸하이드록시프롤리네이트,Acetylated Cetyl Hydroxyprolinate,,
12575,아세틸레이티드라놀린리시놀리에이트,Acetylated Lanolin Ricinoleate,,
12576,아세틸레이티드라드글리세라이드,Acetylated Lard Glyceride,,
12577,아세틸레이티드팜커넬글리세라이즈,Acetylated Palm Kernel Glycerides,아세틸레이티드팜커넬글리세라이드,Acetylated Palm Kernel Glycerides
12578,아크릴레이트/하이드록시에틸아크릴레이트/라우릴아크릴레이트코폴리머,Acrylates/Hydroxyethyl Acrylate/Lauryl Acrylate Copolymer,,
12579,아크릴레이트/하이드록시에틸아크릴레이트/메톡시에틸아크릴레이트코폴리머,Acrylates/Hydroxyethyl Acrylate/Methoxyethyl AcrylateCopolymer,,
12580,아크릴레이트/라우레스-25메타크릴레이트코폴리머,Acrylates/Laureth-25 Methacrylate Copolymer,,
12581,아크릴레이트/팔메스-25이타코네이트코폴리머,Acrylates/Palmeth-25 Itaconate Copolymer,,
12582,아크릴레이트/스테아레스-50아크릴레이트코폴리머,Acrylates/Steareth-50 Acrylate Copolymer,,
12583,아크릴레이트/티디아이/트라이메틸올프로판코폴리머,Acrylates/TDI/Trimethylolpropane Copolymer,,
12584,아크릴릭애씨드/아이소프로필아크릴아마이드/미비케이아크릴아마이드크로스폴리머,Acrylic Acid/Isopropylacrylamide/MIBK AcrylamideCrosspolymer,,
12585,아니스히솝가루,Agastache Foeniculum Powder,,
12586,사이잘,Agave Rigida (Sisal),,
12587,이스트인디안월넛잎,Albizia Lebbek Leaf,,
12588,쿠쿠이나무에틸에스터,Aleurites Moluccanus Ethyl Ester,,
12589,쿠쿠이나무추출물,Aleurites Moluccanus Extract,,
12590,알게오일피토스핑고신,Algaeoyl Phytosphingosine (Retired),,
12591,아몬드아마이드디이에이,Almondamide DEA,,
12592,쿼터늄-8,Quaternium-8,,
12593,쿼터늄-85,Quaternium-85,,
12594,퀴닉애씨드,Quinic Acid,,
12595,라피노오스미리스테이트,Raffinose Myristate,,
12596,레이프씨드글리세라이드,Rapeseed Glyceride,,
12597,레이프씨드아미도프로필벤질다이모늄클로라이드,Rapeseedamidopropyl Benzyldimonium Chloride,,
12598,인도사목뿌리추출물,Rauvolfia Serpentina Root Extract,인도사목뿌리추출물,Rauwolfia Serpentina Root Extract
12599,양까막까치밥나무싹왁스,Ribes Nigrum (Black Currant) Bud Wax,,
12600,루브룸까치밥열매,Ribes Rubrum (Currant) Fruit,,
12601,리보놀락톤,Ribonolactone,,
12602,쌀겨아미도프로필하이드록시에틸다이모늄클로라이드,Ricebranamidopropyl Hydroxyethyl Dimonium Chloride,,
12603,리시놀레아마이드엠이에이,Ricinoleamide MEA,,
12604,리시놀레아마이드미파,Ricinoleamide MIPA,,
12605,리시놀레아미도프로필베타인,Ricinoleamidopropyl Betaine,,
12606,리시놀레아미도프로필다이메틸아민락테이트,Ricinoleamidopropyl Dimethylamine Lactate,,
12607,로즈힙열매,Rosa Canina Fruit,,
12608,둥근인가목열매추출물,Rosa Spinosissima Fruit Extract,,
12609,로진/폼알데하이드코폴리머,Rosin/Formaldehyde Copolymer,,
12610,수리딸기잎추출물,Rubus Villosus (Blackberry) Leaf Extract,,
12611,수리딸기뿌리추출물,Rubus Villosus (Blackberry) Root Extract,,
12612,아메리카센타우리추출물,Sabatia Angularis Extract,아메리카센타우리추출물,Sabbatia Angularis Extract
12613,사카레이티드라임,Saccharated Lime,,
12614,사플라워아미도프로필에틸다이모늄에토설페이트,Saffloweramidopropyl Ethyldimonium Ethosulfate,,
12615,살리실아마이드,Salicylamide,,
12616,살나세딘,Salnacedin,,
12617,상귀나리아가루,Sanguinaria Canadensis Powder,,
12618,변성알코올23-A,SD Alcohol 23-A,,
12619,변성알코올23-F,SD Alcohol 23-F,,
12620,변성알코올23-H,SD Alcohol 23-H,,
12621,변성알코올27-B,SD Alcohol 27-B,,
12622,변성알코올30,SD Alcohol 30,,
12623,변성알코올31-A,SD Alcohol 31-A,,
12624,변성알코올36,SD Alcohol 36,,
12625,변성알코올37,SD Alcohol 37,,
12626,변성알코올38-D,SD Alcohol 38-D,,
12627,변성알코올38-F,SD Alcohol 38-F,,
12628,변성알코올39,SD Alcohol 39,,
12629,변성알코올39-A,SD Alcohol 39-A,,
12630,변성알코올39-B,SD Alcohol 39-B,,
12631,변성알코올39-D,SD Alcohol 39-D,,
12632,변성알코올3-A,SD Alcohol 3-A,,
12633,다이에틸아미노에틸피이지-5코코에이트,Diethylaminoethyl PEG-5 Cocoate,,
12634,다이하이드로콜레스테릴노나노에이트,Dihydrocholesteryl Nonanoate,,
12635,다이하이드로콜레스-15,Dihydrocholeth-15,,
12636,다이에틸아미노에틸피이지-5라우레이트,Diethylaminoethyl PEG-5 Laurate,,
12637,다이에틸렌글라이콜로지네이트,Diethylene Glycol Rosinate,,
12638,다이에틸렌글라이콜아민/에피클로로하이드린/피페라진코폴리머,Diethylene Glycolamine/Epichlorohydrin/PiperazineCopolymer,,
12639,다이에틸렌트라이카세인아마이드,Diethylene Tricaseinamide,,
12640,다이에틸렌트라이아민펜타메틸렌포스포닉애씨드,Diethylenetriamine Pentamethylene Phosphonic Acid,,
12641,다이갈락토실글리세릴리놀리에이트/팔미테이트/올리에이트,Digalactosyl Glyceryl Linoleate/Palmitate/Oleate,,
12642,다이글리세레스-7말레이트,Diglycereth-7 Malate,,
12643,다이글리세릴솔비탄테트라에틸헥사노에이트,Diglyceryl Sorbitan Tetraethylhexanoate,,
12644,다이헵틸운데실아디페이트,Diheptylundecyl Adipate,,
12645,다이헥실데실세바케이트,Dihexyldecyl Sebacate,,
12646,다이하이드로아비에틸베헤네이트,Dihydroabietyl Behenate,,
12647,다이하이드로피토스테릴옥틸데카노에이트,Dihydrophytosteryl Octyldecanoate,,
12648,다이하이드로아비에틸메타크릴레이트,Dihydroabietyl Methacrylate,,
12649,다이하이드로콜레스테릴마카다미에이트,Dihydrocholesteryl Macadamiate,,
12650,다이하이드록시에틸C8-10알콕시프로필아민옥사이드,Dihydroxyethyl C8-10 Alkoxypropylamine Oxide,,
12651,다이하이드록시에틸C9-11알콕시프로필아민옥사이드,Dihydroxyethyl C9-11 Alkoxypropylamine Oxide,,
12652,다이하이드록시에틸코카민다이올리에이트,Dihydroxyethyl Cocamine Dioleate,,
12653,다이하이드록시에틸올레일글라이시네이트,Dihydroxyethyl Oleyl Glycinate,,
12654,다이하이드록시에틸소이글라이시네이트,Dihydroxyethyl Soy Glycinate,,
12655,다이하이드록시에틸스테아라민옥사이드,Dihydroxyethyl Stearamine Oxide,,
12656,다이하이드록시에틸탈로우아민다이올리에이트,Dihydroxyethyl Tallowamine Dioleate,,
12657,레몬밤씨오일,Melissa Officinalis Seed Oil,,
12658,워터민트수,Mentha Aquatica Water,,
12659,애뉴얼머큐리추출물,Mercurialis Annua Extract,,
12660,도그머큐리추출물,Mercurialis Perennis Extract,,
12661,메록사폴108,Meroxapol 108,,
12662,메록사폴171,Meroxapol 171,,
12663,메록사폴172,Meroxapol 172,,
12664,메록사폴174,Meroxapol 174,,
12665,메록사폴178,Meroxapol 178,,
12666,메록사폴251,Meroxapol 251,,
12667,메록사폴252,Meroxapol 252,,
12668,메록사폴254,Meroxapol 254,,
12669,메록사폴255,Meroxapol 255,,
12670,메록사폴258,Meroxapol 258,,
12671,메록사폴311,Meroxapol 311,,
12672,메록사폴312,Meroxapol 312,,
12673,메록사폴314,Meroxapol 314,,
12674,메타크릴로일프로필트라이메톡시실레인,Methacryloyl Propyltrimethoxysilane,,
12675,메톡시피이지-100,Methoxy PEG-100,,
12676,메톡시피이지-16,Methoxy PEG-16,,
12677,메톡시피이지-25,Methoxy PEG-25,,
12678,메톡시피이지-40,Methoxy PEG-40,,
12679,메톡시인데인,Methoxyindane,,
12680,메톡시트라이메틸헵탄올,Methoxytrimethylheptanol,,
12681,메톡시트라이메틸페닐다이하이드록시페닐프로판올,Methoxytrimethylphenyl Dihydroxyphenyl Propanol,,
12682,메틸4-t-부틸벤조에이트,Methyl 4-t-Butylbenzoate,,
12683,메틸아세틸리시놀리에이트,Methyl Acetyl Ricinoleate,,
12684,메틸알로에시닐신나메이트,Methyl Aloesinyl Cinnamate,,
12685,메틸아스파틱애씨드,Methyl Aspartic Acid,,
12686,메틸베헤네이트,Methyl Behenate,,
12687,메틸디하이드로아비에테이트,Methyl Dehydroabietate,,
12688,알루미늄아이소스테아레이츠/미리스테이트,Aluminum Isostearates/Myristates,,
12689,알루미늄아이소스테아레이츠/팔미테이트,Aluminum Isostearates/Palmitates,,
12690,알루미늄아이소스테아레이츠/스테아레이트,Aluminum Isostearates/Stearates,,
12691,알루미늄라놀레이트,Aluminum Lanolate,,
12692,알루미늄메티오네이트,Aluminum Methionate,,
12693,알루미늄페놀설포네이트,Aluminum Phenolsulfonate,,
12694,알루미늄세스퀴클로로하이드렉스피이지,Aluminum Sesquichlorohydrex PEG,,
12695,알루미늄세스퀴클로로하이드렉스피지,Aluminum Sesquichlorohydrex PG,,
12696,알루미늄스테아레이츠,Aluminum Stearates,,
12697,알루미늄트라이포메이트,Aluminum Triformate,,
12698,알루미늄운데실레노일콜라겐아미노산,Aluminum Undecylenoyl Collagen Amino Acids,,
12699,알루미늄지르코늄옥타클로로하이드레이트,Aluminum Zirconium Octachlorohydrate,,
12700,아몬드아미도프로팔코늄클로라이드,Almondamidopropalkonium Chloride,,
12701,아몬드아미도프로필아민옥사이드,Almondamidopropylamine Oxide,,
12702,접시꽃꽃가루,Althaea Rosea Flower Powder,,
12703,알루미늄아세테이트용액,Aluminum Acetate Solution,,
12704,알루미늄베헤네이트,Aluminum Behenate,,
12705,알루미늄부톡사이드,Aluminum Butoxide,,
12706,알루미늄카프릴로일하이드롤라이즈드콜라겐,Aluminum Capryloyl Hydrolyzed Collagen,,
12707,알루미늄클로로하이드렉스피이지,Aluminum Chlorohydrex PEG,,
12708,알루미늄다이세틸포스페이트,Aluminum Dicetyl Phosphate,,
12709,알루미늄다이클로로하이드레이트,Aluminum Dichlorohydrate,,
12710,알루미늄다이클로로하이드렉스피이지,Aluminum Dichlorohydrex PEG,,
12711,알루미늄다이클로로하이드렉스피지,Aluminum Dichlorohydrex PG,,
12712,알루미늄다이리놀리에이트,Aluminum Dilinoleate,,
12713,알루미늄아이런실리케이트,Aluminum Iron Silicates,,
12714,알루미늄아이소스테아레이츠/라우레이트/팔미테이트,Aluminum Isostearates/Laurates/Palmitates,,
12715,알루미늄아이소스테아레이츠/라우레이트/스테아레이트,Aluminum Isostearates/Laurates/Stearates,,
12716,변성알코올3-B,SD Alcohol 3-B,,
12717,변성알코올3-C,SD Alcohol 3-C,,
12718,변성알코올46,SD Alcohol 46,,
12719,Sec-부틸메타크릴레이트,sec-Butyl Methacrylate,,
12720,세리코사이드,Sericoside,,
12721,세사마이드디이에이,Sesamide DEA,,
12722,세사미도프로필다이메틸아민,Sesamidopropyl Dimethylamine,,
12723,세사미도프로필아민옥사이드,Sesamidopropylamine Oxide,,
12724,사라수나무잎추출물,Shorea Robusta Leaf Extract,,
12725,S-락토일글루타티온,S-Lactoylglutathione,,
12726,소듐아이오데이트,Sodium Iodate,,
12727,소듐나이트라이트,Sodium Nitrite,,
12728,소듐옥살레이트,Sodium Oxalate,,
12729,소듐/티이에이-라우로일하이드롤라이즈드콜라겐,Sodium/TEA-Lauroyl Hydrolyzed Collagen,,
12730,소듐/티이에이-라우로일케라틴아미노산,Sodium/TEA-Lauroyl Keratin Amino Acids,,
12731,소듐/티이에이-운데실레노일콜라겐아미노산,Sodium/TEA-Undecylenoyl Collagen Amino Acids,,
12732,소듐/티이에이-운데실레노일하이드롤라이즈드콜라겐,Sodium/TEA-Undecylenoyl Hydrolyzed Collagen,,
