"ingredient","빈도(상품수)","성분_유형","ingredient_tag","label_confidence","검수필요"
"올리고펩타이드-2(0.002ppb)","1","미분류","","",""
"올리고펩타이드-1(0.002ppb)","1","미분류","","",""
"헥사펩타이드-11(0.002ppb)","1","미분류","","",""
"트리펩타이드-32","1","미분류","","",""
"콜라나무씨추출물","1","미분류","","",""
"판테틴","1","미분류","","",""
"소듐알엔에이","1","미분류","","",""
"올레스-3포스페이트","1","미분류","","",""
"올레스-3","1","미분류","","",""
"올레스-5","1","미분류","","",""
"세테스-24","1","미분류","","",""
"테트라소듐이디티에이","1","미분류","","",""
"라우릴락테이트","1","미분류","","",""
"피씨에이글리세릴올리에이트","1","미분류","","",""
"자작나무수액(1","1","미분류","","",""
"425ppm)","1","미분류","","",""
"가시대나무줄기추출물","1","미분류","","",""
"칼슘알루미늄보로실리케이트","1","미분류","","",""
"솔비탄카프릴레이트","1","미분류","","",""
"사카라이드하이드롤리세이트","1","미분류","","",""
"바오밥나무잎추출물","1","미분류","","",""
"부들레야추출물","1","미분류","","",""
"올리브나무잎추출물","1","미분류","","",""
"살비아잎수","1","미분류","","",""
"폴리글리세릴-2카프레이트","1","미분류","","",""
"메틸메타크릴레이트크로스 폴리머","1","미분류","","",""
"C11-13아이소알케인","1","미분류","","",""
"다이프로필렌 글라이콜","1","미분류","","",""
"병풀잎추출물(407 ppm)","1","미분류","","",""
"소듐스테아로일글루타 메이트","1","미분류","","",""
"마데카소사이드(200 ppm)","1","미분류","","",""
"오리스뿌리 추출물","1","미분류","","",""
"로즈마리잎 오일","1","미분류","","",""
"병풀추출물(4 ppm)","1","미분류","","",""
"하이드롤라이즈드소듐하이알 루로네이트","1","미분류","","",""
"하이드록시프로필트라이모듐하이알루로네이트","1","미분류","","",""
"보검선인 장줄기추출물","1","미분류","","",""
"마데카식애씨드(0.04 ppb)","1","미분류","","",""
"아시아틱애씨드(0.03 ppb)","1","미분류","","",""
"아시아티코사이드(0.03 ppb)","1","미분류","","",""
"스테아릴글리시레티네이트","1","미분류","","",""
"T-부틸알코올","1","미분류","","",""
"다이메티콘크로스폴리머","1","미분류","","",""
"콜라겐(15ppm)","1","미분류","","",""
"하이드로제네이티드폴리사이클로펜타다이엔","1","미분류","","",""
"꽃송이버섯추출물","1","미분류","","",""
"양까막까치밥나무씨오일","1","미분류","","",""
"폴리글리세릴-10다이아이소스테아레이트","1","미분류","","",""
"당근씨오일","1","미분류","","",""
"메나다이온","1","미분류","","",""
"해바라기꽃추출물","1","미분류","","",""
"에키움플란타기네움씨오일","1","미분류","","",""
"노니추출물","1","미분류","","",""
"테트라하이드록시프로필에틸렌다이아민","1","미분류","","",""
"징크하이드롤라이즈드하이알루로네이트","1","미분류","","",""
"소듐디엔에이(0.25ppm)","1","미분류","","",""
"미역취추출물","1","미분류","","",""
"클로브싹추출물","1","미분류","","",""
"메칠렌비스•벤조트리아졸릴테트라메칠부틸페놀","1","미분류","","",""
"코코•카프릴레이트/카프레이트","1","미분류","","",""
"1,2•헥산다이올","1","미분류","","",""
"폴리C10•30알킬아크릴레이트","1","미분류","","",""
"폴리글리세릴•3메틸글루코오스다이스테아레이트","1","미분류","","",""
"아크릴레이트/C10•30알킬아크릴레이트크로스폴리머","1","미분류","","",""
"폴리아크릴레이트크로스폴리머•6","1","미분류","","",""
"폴리글리세릴•4아이소스테아레이트","1","미분류","","",""
"미네랄워터","1","미분류","","",""
"카프릴릭애씨드","1","미분류","","",""
"포도씨추출물","1","미분류","","",""
"진주가루","1","미분류","","",""
"토르말린","1","미분류","","",""
"이소아밀p-메톡시신나메이트","1","미분류","","",""
"하이드록시아파타이트","1","미분류","","",""
"몬모릴로나이트","1","미분류","","",""
"징크옥사이드(CI 77947)","1","미분류","","",""
"C9-12알케인","1","미분류","","",""
"마이카(CI 77019)","1","미분류","","",""
"황색산화철(CI 77492)","1","미분류","","",""
"적색산화철(CI 77491)","1","미분류","","",""
"폴리글리세릴-10에이코산다이오에이트/테트라데칸다이오에이트","1","미분류","","",""
"스페인감초뿌리수","1","미분류","","",""
"분홍바늘꽃꽃/잎/줄기추출물","1","미분류","","",""
"복숭아추출물","1","미분류","","",""
"세룰라타벚나무꽃추출물","1","미분류","","",""
"다이아이소프로필아디페이트","1","미분류","","",""
"C13-16아이소알케인","1","미분류","","",""
"탄산수(9","1","미분류","","",""
"750ppm)","1","미분류","","",""
"피이지-14M","1","미분류","","",""
"에틸멘탄카복사마이드","1","미분류","","",""
"피이지/피피지-9/2다이메틸에터","1","미분류","","",""
"탤크","1","미분류","","",""
"피이지-9폴리다이메틸실록시에틸다이메티콘","1","미분류","","",""
"비스-부틸다이메티콘폴리글리세릴-3","1","미분류","","",""
"피이지/피피지-14/7다이메틸에터","1","미분류","","",""
"토멘틸뿌리추출물","1","미분류","","",""
"라우릴베타인","1","미분류","","",""
"녹두씨추출물","1","미분류","","",""
"녹두추출물","1","미분류","","",""
"녹두싹추출물","1","미분류","","",""
"우엉뿌리추출물","1","미분류","","",""
"로즈힙열매추출물","1","미분류","","",""
"살구즙","1","미분류","","",""
"페네틸벤조에이트","1","미분류","","",""
"라우릴피이지-9폴리다이메틸실록시에틸다이메티콘","1","미분류","","",""
"폴리페닐실세스퀴옥세인","1","미분류","","",""
"카나우바왁스","1","미분류","","",""
"아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머","1","미분류","","",""
"로즈마리잎수","1","미분류","","",""
"알로에베라잎추출물(2ppm)","1","미분류","","",""
"다이펜타에리스리틸트라이-폴리하이드록시스테아레이트","1","미분류","","",""
"에키움 플란타기네움씨오일","1","미분류","","",""
"물냉이추출물","1","미분류","","",""
"아크릴레이트/다이메티콘코폴리머","1","미분류","","",""
"달맞이꽃추출물","1","미분류","","",""
"매실나무꽃추출물","1","미분류","","",""
"-","1","미분류","","",""
"유비데아","1","미분류","","",""
"로지","1","미분류","","",""
"글로우","1","미분류","","",""
"30ml","1","미분류","","",""
"페닐벤즈이미다졸설포닉애씨드","1","미분류","","",""
"-멜라B3","1","미분류","","",""
"세럼","1","미분류","","",""
"3ml","1","미분류","","",""
"비스-피이지/피피지-16/16피이지/피피지-16/16다이메티콘","1","미분류","","",""
"레인보우랙추출물","1","미분류","","",""
"2-머캅토니코티노일글라이신","1","미분류","","",""
"피이지-20메틸글루코오스세스퀴스테아레이트","1","미분류","","",""
"소듐티오설페이트","1","미분류","","",""
"적색227호","1","미분류","","",""
"솔비탄다이스테아레이트","1","미분류","","",""
"스테아로일글루타믹애씨드","1","미분류","","",""
"쌀겨수(50","1","미분류","","",""
"수베르참나무껍질추출물","1","미분류","","",""
"참나무뿌리추출물","1","미분류","","",""
"쌀겨오일(170 PPB)","1","미분류","","",""
"세라마이드엔피(40 PPB)","1","미분류","","",""
"분비나무오일","1","미분류","","",""
"클로브잎오일","1","미분류","","",""
"마트리카리아꽃오일","1","미분류","","",""
"마그네슘아스파테이트","1","미분류","","",""
"징크락테이트","1","미분류","","",""
"옥타데케인","1","미분류","","",""
"락틱애씨드/글라이콜릭애씨드코폴리머","1","미분류","","",""
"어성초추출물(=약모밀추출물","1","미분류","","",""
"두송열매오일","1","미분류","","",""
"갈바눔수지오일","1","미분류","","",""
"*락토바실러스발효용해물","1","미분류","","",""
"치커리뿌리추출물","1","미분류","","",""
"서양민들레뿌리줄기/뿌리추출물","1","미분류","","",""
"쉐어버터씨드케이크추출물","1","미분류","","",""
"적색산화철/황색산화철","1","미분류","","",""
"다이아이소부틸아디페이트","1","미분류","","",""
"트리스-바이페닐트라이아진","1","미분류","","",""
"하이드로제네이티드캐스터오일다이머다이리놀레에이트","1","미분류","","",""
"네오펜틸글라이콜다이에틸헥사노에이트","1","미분류","","",""
"카올린","1","미분류","","",""
"로우스위트블루베리추출물","1","미분류","","",""
"쌀겨왁스","1","미분류","","",""
"레티놀(0.1%)","1","미분류","","",""
"비터오렌지꽃추출물","1","미분류","","",""
"모란추출물","1","미분류","","",""
"작약꽃추출물","1","미분류","","",""
"폴리아크릴릭애씨드","1","미분류","","",""
"버지니아풍년화잎수","1","미분류","","",""
"칼슘판테테인설포네이트","1","미분류","","",""
"카페익애씨드","1","미분류","","",""
"징크디엔에이","1","미분류","","",""
"콜레스테릴헥실다이카바메이트풀루란","1","미분류","","",""
"쌀추출물(30 %)","1","미분류","","",""
"쌀배아추출물(1","1","미분류","","",""
"락토바실러스/호박발효추출물","1","미분류","","",""
"자이언트켈프추출물","1","미분류","","",""
"코코넛야자열매추출물","1","미분류","","",""
"홍차추출물","1","미분류","","",""
"모나스커스/쌀발효물(0.12 ppm)","1","미분류","","",""
"락토바실러스/쌀발효물(0.12 ppm)","1","미분류","","",""
"효모/쌀발효여과물(0.12 ppm)","1","미분류","","",""
"마이카 (CI 77019)","1","미분류","","",""
"폴리에스터-1","1","미분류","","",""
"글루타티온(150 ppm)*","1","미분류","","",""
"사과세포배양추출물*","1","미분류","","",""
"키토산","1","미분류","","",""
"식물 유래 이중 지질막 전달체에 글루타치온을 담지하여 만든 복합체 30","1","미분류","","",""
"000 ppm 함유","1","미분류","","",""
"자작나무수액 (1","1","미분류","","",""
"045ppm)","1","미분류","","",""
"소듐코코일알라니네이트","1","미분류","","",""
"다이소듐코코암포다이아세테이트","1","미분류","","",""
"퀼라자껍질추출물","1","미분류","","",""
"판테놀 5%","1","미분류","","",""
"락토바실러스/인삼뿌리발효여과물","1","미분류","","",""
"효모/율무씨발효여과물","1","미분류","","",""
"흰무늬엉겅퀴씨추출물","1","미분류","","",""
"알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘","1","미분류","","",""
"트라이펩타이드-32","1","미분류","","",""
"칸디다봄비콜라/글루코오스/메틸레이프씨데이트발효물","1","미분류","","",""
"몰로키아잎추출물","1","미분류","","",""
"마테잎추출물","1","미분류","","",""
"올리고펩타이드-3","1","미분류","","",""
"귀리펩타이드","1","미분류","","",""
"피이지-20","1","미분류","","",""
"아이소데실네오펜타노에이트","1","미분류","","",""
"마이크로크리스탈린왁스","1","미분류","","",""
"라우릴피이지-8다이메티콘","1","미분류","","",""
"다이메티콘/피이지-10/15크로스폴리머","1","미분류","","",""
"멘틸락테이트","1","미분류","","",""
"스테아랄코늄헥토라이트","1","미분류","","",""
"프로필렌카보네이트","1","미분류","","",""
"아쿠아피트니스","1","미분류","","",""
"소듐라우레스설페이트","1","미분류","","",""
"청색1호","1","미분류","","",""
"판테놀(2000ppm)","1","미분류","","",""
"병풀추출물(502ppm)","1","미분류","","",""
"팔미토일다이펩타이드-7","1","미분류","","",""
"박하추출물","1","미분류","","",""
"스키조사카로미세스발효여과물","1","미분류","","",""
"페닐프로판올","1","미분류","","",""
"목면꽃추출물","1","미분류","","",""
"폴리솔베이트40","1","미분류","","",""
"창과감초뿌리추출물","1","미분류","","",""
"구름버섯추출물","1","미분류","","",""
"미리스틸알코올","1","미분류","","",""
"피이지/피피지-18/18다이메티콘","1","미분류","","",""
"화이트티트리잎추출물","1","미분류","","",""
"하이드롤라이즈드하이알루로닉애씨드(1.5ppb)","1","미분류","","",""
"하이알루로닉애씨드(1ppb)","1","미분류","","",""
"소듐하이알루로네이트(1ppb)","1","미분류","","",""
"다이메틸실란올하이알루로네이트(1.5ppb)","1","미분류","","",""
"하이드롤라이즈드소듐하이알루로네이트(1.5ppb)","1","미분류","","",""
"포타슘하이알루로네이트(1ppb)","1","미분류","","",""
"하이드록시프로필트라이모늄하이알루로네이트(0.8ppb)","1","미분류","","",""
"소듐하이알루로네이트크로스폴리머(0.8ppb)","1","미분류","","",""
"소듐하이알루로네이트다이메틸실란올(0.5ppb)","1","미분류","","",""
"소듐아세틸레이티드하이알루로네이트(0.4ppb)","1","미분류","","",""
"약모밀소포(0.1ppb)","1","미분류","","",""
"제수","1","미분류","","",""
"비스-피이지-18메칠에텔디메칠실란","1","미분류","","",""
"호장근추출물","1","미분류","","",""
"라우레스-23","1","미분류","","",""
"라우레스-4","1","미분류","","",""
"암모늄아크릴로일디메칠타우레이트/브이피코폴리머","1","미분류","","",""
"마데카소사이드(0.1PPM)","1","미분류","","",""
"아시아코사이드(0.04PPM)","1","미분류","","",""
"마데카식애씨드(0.035PPM)","1","미분류","","",""
"아시아틱애씨드(0.025PPM)","1","미분류","","",""
"이콜","1","미분류","","",""
"다이올","1","미분류","","",""
"크로스폴리머","1","미분류","","",""
"틸글루코오스다이스테아레이트","1","미분류","","",""
"콜","1","미분류","","",""
"오사카라이드검-1","1","미분류","","",""
"옥타데센","1","미분류","","",""
"메도우스위트꽃추출물","1","미분류","","",""
"레몬추출물","1","미분류","","",""
"천궁수","1","미분류","","",""
"왜당귀뿌리수","1","미분류","","",""
"양파추출물","1","미분류","","",""
"비타민나무수(596","1","미분류","","",""
"692ppm)","1","미분류","","",""
"비타민나무오일(4","1","미분류","","",""
"비타민나무열매오일(0.0005ppm)","1","미분류","","",""
"카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드","1","미분류","","",""
"아스코빅애씨드(10","1","미분류","","",""
"토코페롤(9ppm)","1","미분류","","",""
"에틸아이소스테아레이트","1","미분류","","",""
"하이드롤라이즈드맥아추출물","1","미분류","","",""
"하이드롤라이즈드삼색제비꽃추출물","1","미분류","","",""
"소나무잎추출물(1000.61ppm)","1","미분류","","",""
"병풀잎추출물(10.6ppm)","1","미분류","","",""
"감자꽃추출물","1","미분류","","",""
"병풀추출물(0.01ppm)","1","미분류","","",""
"글라이코프로테인(0.0002ppm)","1","미분류","","",""
"아시아티코사이드(0.00001ppm)","1","미분류","","",""
"아시아틱애씨드(0.00001ppm)","1","미분류","","",""
"마데카소사이드(0.00001ppm)","1","미분류","","",""
"마데카식애씨드(0.00001ppm)","1","미분류","","",""
"케인","1","미분류","","",""
"C10-30알킬아크릴레이트크로스폴리머","1","미분류","","",""
"헥실글리세린","1","미분류","","",""
"연꽃꽃추출물","1","미분류","","",""
"다이소듐이디티에이+","1","미분류","","",""
"폴리에스터-5","1","미분류","","",""
"효모발효여과물@글리세린@부틸렌글라이콜@프로판다이올@변성알코올@베타인@나이아신아마이드@1","1","미분류","","",""
"2-헥산다이올@정제수@판테놀@트로메타민@ 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머@카보머@글리세릴카프릴레이트@클로렐라 프로토테코이데스추출물@에틸헥실글리세린@아데노신@프로필렌글라이콜@소듐글루코네이트@다이소듐이디티에이@소듐하이알로네이트@하이드롤라이즈드디엔에이@향료@리모넨@토코페롤@헥사펩타이드-9","1","미분류","","",""
"옥틸도데실미리스테이트","1","미분류","","",""
"포도덩굴수액","1","미분류","","",""
"가시대나무수액","1","미분류","","",""
"하늘타리뿌리추출물","1","미분류","","",""
"님잎추출물","1","미분류","","",""
"검정콩추출물","1","미분류","","",""
"마트리카리아꽃/잎추출물","1","미분류","","",""
"서양산딸기추출물","1","미분류","","",""
"원지뿌리추출물","1","미분류","","",""
"도라지뿌리추출물","1","미분류","","",""
"검은깨추출물","1","미분류","","",""
"흑미추출물","1","미분류","","",""
"콘민트잎추출물","1","미분류","","",""
"푸른연꽃수","1","미분류","","",""
"알로에베라잎추출물(77%)","1","미분류","","",""
"병풀추출물(3%)","1","미분류","","",""
"카프릴 릭/카프릭트라이글리세라이드","1","미분류","","",""
"베타 인","1","미분류","","",""
"세테아릴 알코올","1","미분류","","",""
"베타-글 루칸","1","미분류","","",""
"하이드로제네 이티드레시틴","1","미분류","","",""
"아 시아틱애씨드","1","미분류","","",""
"피버퓨추출물","1","미분류","","",""
"하이드 롤라이즈드타피오카덩이줄기추출물","1","미분류","","",""
"망고추출물","1","미분류","","",""
"판 테놀","1","미분류","","",""
"다이포타슘글리시 리제이트","1","미분류","","",""
"하이드록시아세 토페논","1","미분류","","",""
"부틸렌글라이콜다이카프릴레이트 /다이카프레이트","1","미분류","","",""
"나이아 신아마이드","1","미분류","","",""
"폴리글리세릴-2 스테아레이트","1","미분류","","",""
"폴리아크릴레이트크로스 폴리머 -6","1","미분류","","",""
"암모늄아크릴로일다이메틸타 우레이트/브이피코폴리머","1","미분류","","",""
"세테아릴알코 올","1","미분류","","",""
"하이드록시아세토 페논","1","미분류","","",""
"다이소 듐이디티에이","1","미분류","","",""
"하이드 롤라이즈드감자단백질","1","미분류","","",""
"하 이드롤라이즈드쌀단백질","1","미분류","","",""
"소듐하이알 루로네이트","1","미분류","","",""
"마데카식 애씨드","1","미분류","","",""
"소듐하이알루로네이 트크로스폴리머","1","미분류","","",""
"하이드롤라이즈드하이알루로닉애씨드(110ppm)","1","미분류","","",""
"우유추출물","1","미분류","","",""
"우유단백질추출물(1","1","미분류","","",""
"귀리단백질추출물(1","1","미분류","","",""
"밀크아미노산","1","미분류","","",""
"스위트아몬드단백질(10ppb)","1","미분류","","",""
"하이드롤라이즈드감자단백질(10ppb)","1","미분류","","",""
"하이드롤라이즈드옥수수단백질(10ppb)","1","미분류","","",""
"돌콩단백질(10ppb)","1","미분류","","",""
"유채씨오일","1","미분류","","",""
"폴리글리세릴-2다이올리에이트","1","미분류","","",""
"아스코빅애씨드(20 ppm)","1","미분류","","",""
"토코페롤(0.25ppm)","1","미분류","","",""
"스위트아몬드열매추출물","1","미분류","","",""
"빌베리열매추출물","1","미분류","","",""
"타히보껍질추출물","1","미분류","","",""
"갈대추출물","1","미분류","","",""
"붉은토끼풀추출물","1","미분류","","",""
"밀배아추출물","1","미분류","","",""
"소듐디엔에이(0.5ppm)","1","미분류","","",""
"아이소세틸스테아레이트","1","미분류","","",""
"아이소프로필라우로일사코시네이트","1","미분류","","",""
"쌀전분","1","미분류","","",""
"석류과피추출물","1","미분류","","",""
"2-올레아미도-1,3-옥타데칸다이올","1","미분류","","",""
"피록톤올아민","1","미분류","","",""
"소듐하이알루로네이트(0.12%)","1","미분류","","",""
"가르시니아열매추출물","1","미분류","","",""
"아이소부틸아미도티아졸릴레조시놀","1","미분류","","",""
"달팽이점액여과물","1","미분류","","",""
"에틸헥산다이올","1","미분류","","",""
"돌콩싹추출물","1","미분류","","",""
"꿀","1","미분류","","",""
"지황뿌리추출물","1","미분류","","",""
"마돈나백합비늘줄기추출물","1","미분류","","",""
"둥굴레뿌리줄기추출물","1","미분류","","",""
"대추추출물","1","미분류","","",""
"호두추출물","1","미분류","","",""
"구주호랑가시나무잎추출물","1","미분류","","",""
"씨홀리추출물","1","미분류","","",""
"마트리카리아잎추출물","1","미분류","","",""
"댑싸리추출물","1","미분류","","",""
"하이드롤라이즈드콜라겐(10ppb)","1","미분류","","",""
"아텔로콜라겐(0.1ppb)","1","미분류","","",""
"폴리락틱애씨드(1ppb)","1","미분류","","",""
"쌀발효여과물","1","미분류","","",""
"글리시리직애씨드","1","미분류","","",""
"정제수@글리세린@부틸렌글라이콜@다이프로필렌글라이콜@펜틸렌글라이콜@프로판다이올@알로에베라잎즙@나이아신아마이드@1","1","미분류","","",""
"2-헥산다이올@베타인@판테놀@폴리글리세릴-10스테아레이트@폴리글리세릴-10올리에이트@트록세루틴@잔탄검@아데노신@아세타마이드엠이에이@시트릭애씨드@소듐시트레이트@트라이소듐이디티에이@트로메타민@사코신@베타-글루칸@팔미타마이드엠이에이@알로에베라잎폴리사카라이드@스쿠알란@카프릴릭/카프릭트라이글리세라이드@세라마이드엔피@하이드로제네이티드레시틴","1","미분류","","",""
"사이클로메티콘","1","미분류","","",""
"피이지-10다이메티콘/비닐다이메티콘크로스폴리머","1","미분류","","",""
"아라비아고무나무꽃/줄기추출물","1","미분류","","",""
"부틸페닐메틸프로피오날","1","미분류","","",""
"갈락토미세스발효여과물 100%","1","미분류","","",""
"비피다발효추출물 100","1","미분류","","",""
"병풀추출물(80%)","1","미분류","","",""
"알란토인(3000ppm)","1","미분류","","",""
"마데카소사이드(30ppm)","1","미분류","","",""
"아시아티코사이드(20ppm)","1","미분류","","",""
"아시아틱애씨드(2ppm)","1","미분류","","",""
"마데카식애씨드(2ppm)","1","미분류","","",""
"자몽껍질오일","1","미분류","","",""
"진흙버섯추출물","1","미분류","","",""
"고수열매오일","1","미분류","","",""
"스피어민트잎오일","1","미분류","","",""
"사막장미잎세포추출물","1","미분류","","",""
"키위추출물","1","미분류","","",""
"알로에잎추출물","1","미분류","","",""
"카룸 페트로셀리눔추출물","1","미분류","","",""
"케일잎추출물","1","미분류","","",""
"오죽잎추출물","1","미분류","","",""
"라임추출물","1","미분류","","",""
"효모베타-글루칸","1","미분류","","",""
"락토바실러스/석류발효추출물","1","미분류","","",""
"효모/보리씨발효추출물","1","미분류","","",""
"만주자작나무수액(81.7908%)","1","미분류","","",""
"세테아릴에틸헥사노에이트","1","미분류","","",""
"토마토추출물","1","미분류","","",""
"대왕송잎추출물","1","미분류","","",""
"자귀나무껍질추출물","1","미분류","","",""
"피이지-80글리세릴코코에이트","1","미분류","","",""
"향료 *100","1","미분류","","",""
"하이드롤라이즈드쌀추출물","1","미분류","","",""
"피피지-5-세테스-20","1","미분류","","",""
"에칠아스코빌에텔(3-O-에틸아스코빅애씨드)","1","미분류","","",""
"프로폴리스추출물(6","1","미분류","","",""
"316 ppm)","1","미분류","","",""
"로얄젤리추출물(1","1","미분류","","",""
"꿀추출물(500 ppm)","1","미분류","","",""
"카프릴릴글라이콜.","1","미분류","","",""
"리세라이드","1","미분류","","",""
"틸헥사노에이트","1","미분류","","",""
"드","1","미분류","","",""
"로일다이메틸타우레이트코폴리머","1","미분류","","",""
"릴릴글라이콜","1","미분류","","",""
"리에이트","1","미분류","","",""
"크릴레이트/C10-30알킬아크릴레이트크로스폴리머","1","미분류","","",""
"물","1","미분류","","",""
"씨드","1","미분류","","",""
"라마이드엔피","1","미분류","","",""
"윈터체리뿌리추출물","1","미분류","","",""
"폴리글리세릴-10 라우레이트","1","미분류","","",""
"소듐라우로일글루타메이트","1","미분류","","",""
"폴리글리세릴-6스테아레이트","1","미분류","","",""
"폴리글리세릴-6베헤네이트","1","미분류","","",""
"트라넥사믹애씨드 (10%)","1","미분류","","",""
"비스-에톡시다이글라이콜사이클로헥산1","1","미분류","","",""
"4-다이카복실레이트","1","미분류","","",""
"소듐디엔에이 (0.1%)","1","미분류","","",""
"알지닌에이치씨엘","1","미분류","","",""
"시스틴","1","미분류","","",""
"모란가지/꽃/잎추출물","1","미분류","","",""
"서인도체리열매추출물","1","미분류","","",""
"브로멜라인","1","미분류","","",""
"헤스페리딘","1","미분류","","",""
"토마토추출물(200 ppm)","1","미분류","","",""
"에틸렌브라실레이트","1","미분류","","",""
"2,4-다이메틸-3-사이클로헥신카복스알데하이드","1","미분류","","",""
"소나무잎추출물(10","1","미분류","","",""
"022ppm)","1","미분류","","",""
"병풀추출물(111.22ppm)","1","미분류","","",""
"글라이코프로테인(2.0044ppm)","1","미분류","","",""
"아시아티코사이드(0.1002ppm)","1","미분류","","",""
"아시아틱애씨드(0.1002ppm)","1","미분류","","",""
"마데카소사이드(0.1002ppm)","1","미분류","","",""
"마데카식애씨드(0.1002ppm)","1","미분류","","",""
"노니열매추출물(0.7%)","1","미분류","","",""
"노니씨오일(200ppm)","1","미분류","","",""
"하이드록시프로필구아","1","미분류","","",""
"비타민나무수(24.48%)*","1","미분류","","",""
"나이아신아마이드*","1","미분류","","",""
"에칠아스코빌에텔(15","1","미분류","","",""
"000ppm)*","1","미분류","","",""
"트라넥사믹애씨드*","1","미분류","","",""
"알부틴*","1","미분류","","",""
"아스코빅애씨드(1.0005ppb)*","1","미분류","","",""
"아스코빌글루코사이드(0.00025ppb)*","1","미분류","","",""
"하이드롤라이즈드콜라겐*","1","미분류","","",""
"세라마이드엔피*","1","미분류","","",""
"라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질*","1","미분류","","",""
"하이드로제네이티드레시틴*","1","미분류","","",""
"펜틸렌글라이콜*","1","미분류","","",""
"피토스테롤*","1","미분류","","",""
"소듐하이알루로네이트(90.95%)","1","미분류","","",""
"C12-14파레스-12","1","미분류","","",""
"하이드롤라이즈드글라이코사미노글리칸(28ppb)","1","미분류","","",""
"소듐하이알루로네이트크로스폴리머(5ppb)","1","미분류","","",""
"하이드롤라이즈드하이알루로닉애씨드(2.6ppb)","1","미분류","","",""
"하이드록시프로필트라이모늄하이알루로네이트(0.6ppb)","1","미분류","","",""
"하이알루로닉애씨드(0.05ppb)","1","미분류","","",""
"소듐아세틸레이티드하이알루로네이트(0.01ppb)","1","미분류","","",""
"소듐글리세로포스페이트","1","미분류","","",""
"포타슘마그네슘아스파테이트","1","미분류","","",""
"하이드롤라이즈드콜라겐(99.95ppb)","1","미분류","","",""
"아텔로콜라겐(0.9995ppb)","1","미분류","","",""
"폴리락틱애씨드(500","1","미분류","","",""
"프로폴리스추출물(1932ppm)","1","미분류","","",""
"더덕뿌리추출물","1","미분류","","",""
"비피다발효용해물(3%)","1","미분류","","",""
"비피다발효여과물(2","1","미분류","","",""
"046ppm)","1","미분류","","",""
"락토바실러스/호박열매발효여과물","1","미분류","","",""
"쿠티박테리움 그라눌로숨발효추출여과물(5ppm)","1","미분류","","",""
"에델바이스캘러스배양추출물","1","미분류","","",""
"꽈리꽃받침추출물","1","미분류","","",""
"마이드","1","미분류","","",""
"3-O-에틸아스코빅애씨드(19","1","미분류","","",""
"950ppm)","1","미분류","","",""
"헥산다이올","1","미분류","","",""
"리스리톨","1","미분류","","",""
"코빅애씨드","1","미분류","","",""
"루코사이드","1","미분류","","",""
"개청각추출물","1","미분류","","",""
"톳추출물","1","미분류","","",""
"아크릴레이트크로스폴리머","1","미분류","","",""
"이디티에이","1","미분류","","",""
"바질잎추출물","1","미분류","","",""
"드레시틴","1","미분류","","",""
"피이지-7글리세릴코코에이트","1","미분류","","",""
"C18-21알케인","1","미분류","","",""
"트록세루틴","1","미분류","","",""
"율무씨수(122","1","미분류","","",""
"율무씨추출물(10ppm)","1","미분류","","",""
"전성분 실크수(69.9%)","1","미분류","","",""
"에스에이치-폴리펩타이드-121(204 ppb)","1","미분류","","",""
"미리스토일펜타펩타이드-17(14 ppb)","1","미분류","","",""
"아세틸테트라펩타이드-3(7ppb)","1","미분류","","",""
"카퍼트라이펩타이드-1(6 ppb)","1","미분류","","",""
"에스에이치-폴리펩타이드-11(4 ppb)","1","미분류","","",""
"에스에이치-폴리펩타이드-19(4ppb)","1","미분류","","",""
"나이아신아마이드(30","1","미분류","","",""
"트라넥사믹애씨드(20","1","미분류","","",""
"알파-알부틴(5","1","미분류","","",""
"덱스판테놀","1","미분류","","",""
"효모/헥사펩타이드-11발효여과추출물(82%)","1","미분류","","",""
"프로 판다이올","1","미분류","","",""
"메틸글 루세스-20","1","미분류","","",""
"팔미 토일트라이펩타이드-5(27.5ppm)","1","미분류","","",""
"글루타티온(50","1","미분류","","",""
"레드호그위드뿌리추출물","1","미분류","","",""
"제니스테인","1","미분류","","",""
"비에이치티​","1","미분류","","",""
"연교추출물","1","미분류","","",""
"세라마이드3","1","미분류","","",""
"세라마이드2","1","미분류","","",""
"세라마이드1","1","미분류","","",""
"무수자일리톨","1","미분류","","",""
"글리세릴시트레이트/락테이트/리놀리에이트/올리에이트","1","미분류","","",""
"코코넛워터","1","미분류","","",""
"제주조릿대추출물","1","미분류","","",""
"서양민들레꽃/잎/줄기추출물","1","미분류","","",""
"녹차카테킨(30ppm)","1","미분류","","",""
"소듐디엔에이(0.005ppm)","1","미분류","","",""
"보리지씨오일","1","미분류","","",""
"4-부틸레조시놀","1","미분류","","",""
"리놀레닉애씨드","1","미분류","","",""
"4-t-부틸사이클로헥산올","1","미분류","","",""
"매듭풀추출물","1","미분류","","",""
"레드신코나나무껍질추출물","1","미분류","","",""
"구기자추출물","1","미분류","","",""
"육두구추출물","1","미분류","","",""
"마누카잎추출물","1","미분류","","",""
"*아세틸헥사펩타이드-8(75ppb)","1","미분류","","",""
