"goods_no","product_name","brand_name","ml_표시용량","ml_추정총용량","용량_단위","price_regular","price_sale","price_per_10ml","ingredient","공통_ingredient","차별화_ingredient"
"A000000180913","[100시간수분지속/대용량] 나인위시스 비건 하이드라 앰플 토너 500ml","나인위시스","500.0","500.0","ml","26000.0","18200","364.0","정제수, 미네랄워터, 글리세린, 1,2-헥산다이올, 부틸렌글라이콜, 아이소펜틸다이올, 베타인, 메틸프로판다이올, 판테놀, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 트로메타민, 다이소듐이디티에이, 풀루란, 프룩토올리고사카라이드, 소듐하이알루로네이트, 베타-글루칸, 말토덱스트린, 안젤리카뿌리추출물, 삼색제비꽃추출물, 매스틱검, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 글리세릴글루코사이드, 펜틸렌글라이콜, 흰목이버섯폴리사카라이드, 소듐아세틸레이티드하이알루로네이트","","[31-1] 정제수, [31-2] 미네랄워터, [31-3] 글리세린, [31-4] 1,2-헥산다이올, [31-5] 부틸렌글라이콜, [31-6] 아이소펜틸다이올, [31-7] 베타인, [31-8] 메틸프로판다이올, [31-9] 판테놀, [31-10] 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, [31-11] 에틸헥실글리세린, [31-12] 트로메타민, [31-13] 다이소듐이디티에이, [31-14] 풀루란, [31-15] 프룩토올리고사카라이드, [31-16] 소듐하이알루로네이트, [31-17] 베타-글루칸, [31-18] 말토덱스트린, [31-19] 안젤리카뿌리추출물, [31-20] 삼색제비꽃추출물, [31-21] 매스틱검, [31-22] 하이드롤라이즈드소듐하이알루로네이트, [31-23] 소듐하이알루로네이트크로스폴리머, [31-24] 포타슘하이알루로네이트, [31-25] 하이드록시프로필트라이모늄하이알루로네이트, [31-26] 하이드롤라이즈드하이알루로닉애씨드, [31-27] 하이알루로닉애씨드, [31-28] 글리세릴글루코사이드, [31-29] 펜틸렌글라이콜, [31-30] 흰목이버섯폴리사카라이드, [31-31] 소듐아세틸레이티드하이알루로네이트"
"A000000182583","[한정기획/산뜻수분진정] 닥터자르트 시카페어 인텐시브 수딩 리페어 트리트먼트 로션 기획(150ml+30ml*2ea)","닥터자르트","150.0","180.0","ml","39000.0","26330","1462.8","정제수, 프로판다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 메틸프로판다이올, 베타인, 알란토인, 판테놀, 에틸헥실글리세린, 소듐하이알루로네이트, 부틸렌글라이콜, 폴리글리세릴-4올리에이트, 병풀잎추출물, 소듐스테아로일글루타메이트, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 팔미토일트라이펩타이드-8, 잔탄검, 소듐서팩틴, 아이소펜틸다이올, 덱스트란, 토코페롤","","[24-1] 정제수, [24-2] 프로판다이올, [24-3] 다이프로필렌글라이콜, [24-4] 1,2-헥산다이올, [24-5] 글리세린, [24-6] 메틸프로판다이올, [24-7] 베타인, [24-8] 알란토인, [24-9] 판테놀, [24-10] 에틸헥실글리세린, [24-11] 소듐하이알루로네이트, [24-12] 부틸렌글라이콜, [24-13] 폴리글리세릴-4올리에이트, [24-14] 병풀잎추출물, [24-15] 소듐스테아로일글루타메이트, [24-16] 아시아티코사이드, [24-17] 마데카식애씨드, [24-18] 아시아틱애씨드, [24-19] 팔미토일트라이펩타이드-8, [24-20] 잔탄검, [24-21] 소듐서팩틴, [24-22] 아이소펜틸다이올, [24-23] 덱스트란, [24-24] 토코페롤"
"A000000184771","[각질/미백/보습장벽] 비욘드 엔젤아쿠아 보습장벽 토너 500ml 대용량","비욘드","500.0","500.0","ml","19900.0","10900","218.0","정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 헥실데실에틸헥사노에이트, 펜타에리스리틸테트라에틸헥사노에이트, 세라마이드엔피, 글루코노락톤, 전호추출물, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 개똥쑥추출물, 님잎추출물, 녹차추출물, 포도덩굴수액, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 베타인, 판테놀, 트레할로오스, 하이드로제네이티드레시틴, 글라이코스핑고리피드, 수용성프로테오글리칸, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 부틸렌글라이콜, 트라이소듐이디티에이, 수크로오스스테아레이트, 콜레스테롤, 스테아릭애씨드, 팔미틱애씨드, 펜틸렌글라이콜, 에틸헥실글리세린","","[38-1] 정제수, [38-2] 다이프로필렌글라이콜, [38-3] 글리세린, [38-4] 1,2-헥산다이올, [38-5] 나이아신아마이드, [38-6] 헥실데실에틸헥사노에이트, [38-7] 펜타에리스리틸테트라에틸헥사노에이트, [38-8] 세라마이드엔피, [38-9] 글루코노락톤, [38-10] 전호추출물, [38-11] 하이드롤라이즈드소듐하이알루로네이트, [38-12] 하이드롤라이즈드하이알루로닉애씨드, [38-13] 하이드록시프로필트라이모늄하이알루로네이트, [38-14] 소듐하이알루로네이트, [38-15] 소듐하이알루로네이트크로스폴리머, [38-16] 개똥쑥추출물, [38-17] 님잎추출물, [38-18] 녹차추출물, [38-19] 포도덩굴수액, [38-20] 가시대나무수액, [38-21] 자작나무수액, [38-22] 하늘타리뿌리추출물, [38-23] 베타인, [38-24] 판테놀, [38-25] 트레할로오스, [38-26] 하이드로제네이티드레시틴, [38-27] 글라이코스핑고리피드, [38-28] 수용성프로테오글리칸, [38-29] 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, [38-30] 트로메타민, [38-31] 부틸렌글라이콜, [38-32] 트라이소듐이디티에이, [38-33] 수크로오스스테아레이트, [38-34] 콜레스테롤, [38-35] 스테아릭애씨드, [38-36] 팔미틱애씨드, [38-37] 펜틸렌글라이콜, [38-38] 에틸헥실글리세린"
"A000000187241","빌리프 슈퍼 드랍스 비타민C 워터트리트먼트 150ML","빌리프","150.0","150.0","ml","45000.0","34600","2306.7","정제수, 프로판다이올, 글리세린* (4%), 변성알코올, 1,2-헥산다이올, 다이페닐다이메티콘, 카프릴릭/카프릭/석시닉트라이글리세라이드, 알로에베라잎즙* (0.09199%), 하이드롤라이즈드하이알루로닉애씨드* (0.001%), 소듐하이알루로네이트* (0.0010025%), 하이드롤라이즈드소듐하이알루로네이트* (0.0010475%), 소듐하이알루로네이트크로스폴리머* (0.000001%), 하이드록시프로필트라이모늄하이알루로네이트* (0.001%), 페룰릭애씨드* (0.00099%), 알로에베라잎폴리사카라이드* (0.00001%), 개박하추출물**, 귀리커넬추출물**, 라즈베리잎추출물**, 포트마리골드꽃추출물**, 와일드인디고뿌리추출물**, 별꽃추출물**+, 레이디스맨틀잎추출물+, 쇠뜨기잎추출물+, 쐐기풀잎추출물+, 다이카프릴릴에터, 마그네슘설페이트, 젤란검, 부틸렌글라이콜, 소듐시트레이트, 토코페롤, 펜틸렌글라이콜, 에틸헥실글리세린, 수용성프로테오글리칸 , 라임전초오일++, 오렌지껍질오일++, 센티드제라늄꽃오일++, 로즈마리잎오일++, 리모넨, 시트로넬올, 시트랄, 제라니올, 리날룰
*표시: Hyalucid™ water formula
**표시: Napiers original formula
+표시: Napiers Aqua formula
++표시: 식물 유래 향","","[42-1] 정제수, [42-2] 프로판다이올, [42-3] 글리세린* (4%), [42-4] 변성알코올, [42-5] 1,2-헥산다이올, [42-6] 다이페닐다이메티콘, [42-7] 카프릴릭/카프릭/석시닉트라이글리세라이드, [42-8] 알로에베라잎즙* (0.09199%), [42-9] 하이드롤라이즈드하이알루로닉애씨드* (0.001%), [42-10] 소듐하이알루로네이트* (0.0010025%), [42-11] 하이드롤라이즈드소듐하이알루로네이트* (0.0010475%), [42-12] 소듐하이알루로네이트크로스폴리머* (0.000001%), [42-13] 하이드록시프로필트라이모늄하이알루로네이트* (0.001%), [42-14] 페룰릭애씨드* (0.00099%), [42-15] 알로에베라잎폴리사카라이드* (0.00001%), [42-16] 개박하추출물**, [42-17] 귀리커넬추출물**, [42-18] 라즈베리잎추출물**, [42-19] 포트마리골드꽃추출물**, [42-20] 와일드인디고뿌리추출물**, [42-21] 별꽃추출물**+, [42-22] 레이디스맨틀잎추출물+, [42-23] 쇠뜨기잎추출물+, [42-24] 쐐기풀잎추출물+, [42-25] 다이카프릴릴에터, [42-26] 마그네슘설페이트, [42-27] 젤란검, [42-28] 부틸렌글라이콜, [42-29] 소듐시트레이트, [42-30] 토코페롤, [42-31] 펜틸렌글라이콜, [42-32] 에틸헥실글리세린, [42-33] 수용성프로테오글리칸, [42-34] 라임전초오일++, [42-35] 오렌지껍질오일++, [42-36] 센티드제라늄꽃오일++, [42-37] 로즈마리잎오일++, [42-38] 리모넨, [42-39] 시트로넬올, [42-40] 시트랄, [42-41] 제라니올, [42-42] 식물 유래 향"
"A000000188598","조선미녀 붉은 팥 수분 워터 젤 100ml","조선미녀","100.0","100.0","ml","18000.0","14400","1440.0","정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 메틸트라이메티콘, 팥추출물(4,500 ppm), 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 글리세릴글루코사이드, C12-14알케스-12, 말토덱스트린, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이메티콘/비닐다이메티콘크로스폴리머, 다이메티콘크로스폴리머, 에틸헥실글리세린, 베타인, 판테놀, 알란토인, 다이포타슘글리시리제이트, 폴리쿼터늄-51, 잔탄검, 다이소듐이디티에이, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 참마뿌리추출물, 글루코오스, 소듐시트레이트, 베타-글루칸, 하이드롤라이즈드옥수수전분, 시트릭애씨드, 수크로오스, 마그네슘아스코빌포스페이트, 카프릴릴글라이콜, 해바라기씨오일, 토코페롤, 사이아노코발아민, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 아세틸헥사펩타이드-8, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 히스티딘, 시스테인, 메티오닌, 포스포릭애씨드, 아스코빅애씨드, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1","","[59-1] 정제수, [59-2] 부틸렌글라이콜, [59-3] 글리세린, [59-4] 1,2-헥산다이올, [59-5] 메틸트라이메티콘, [59-6] 팥추출물(4, [59-7] 500 ppm), [59-8] 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, [59-9] 트로메타민, [59-10] 글리세릴글루코사이드, [59-11] C12-14알케스-12, [59-12] 말토덱스트린, [59-13] 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, [59-14] 다이메티콘/비닐다이메티콘크로스폴리머, [59-15] 다이메티콘크로스폴리머, [59-16] 에틸헥실글리세린, [59-17] 베타인, [59-18] 판테놀, [59-19] 알란토인, [59-20] 다이포타슘글리시리제이트, [59-21] 폴리쿼터늄-51, [59-22] 잔탄검, [59-23] 다이소듐이디티에이, [59-24] 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, [59-25] 참마뿌리추출물, [59-26] 글루코오스, [59-27] 소듐시트레이트, [59-28] 베타-글루칸, [59-29] 하이드롤라이즈드옥수수전분, [59-30] 시트릭애씨드, [59-31] 수크로오스, [59-32] 마그네슘아스코빌포스페이트, [59-33] 카프릴릴글라이콜, [59-34] 해바라기씨오일, [59-35] 토코페롤, [59-36] 사이아노코발아민, [59-37] 글라이신, [59-38] 세린, [59-39] 글루타믹애씨드, [59-40] 아스파틱애씨드, [59-41] 류신, [59-42] 아세틸헥사펩타이드-8, [59-43] 알라닌, [59-44] 라이신, [59-45] 알지닌, [59-46] 타이로신, [59-47] 페닐알라닌, [59-48] 프롤린, [59-49] 트레오닌, [59-50] 발린, [59-51] 아이소류신, [59-52] 히스티딘, [59-53] 시스테인, [59-54] 메티오닌, [59-55] 포스포릭애씨드, [59-56] 아스코빅애씨드, [59-57] 에스에이치-올리고펩타이드-1, [59-58] 에스에이치-올리고펩타이드-2, [59-59] 에스에이치-폴리펩타이드-1"
"A000000188830","조선미녀 인삼에센스워터 150ml","조선미녀","150.0","150.0","ml","18000.0","14400","960.0","정제수, 부틸렌글라이콜, 글리세린, 프로판다이올, 나이아신아마이드, 1,2-헥산다이올, 인삼수(16,590 ppm), 하이드록시아세토페논, 글리세릴글루코사이드, 판테놀, 잔탄검, 알란토인, 다이포타슘글리시리제이트, 아데노신, 덱스트린, 카카오추출물, 다이소듐이디티에이, 글루코오스, 인삼캘러스배양추출물(20 ppm), 인삼추출물(3 ppm), 인삼열매추출물(2 ppm), 에틸헥실글리세린, 락토바실러스/홍삼발효여과물(1 ppm), 소듐하이알루로네이트","","[25-1] 정제수, [25-2] 부틸렌글라이콜, [25-3] 글리세린, [25-4] 프로판다이올, [25-5] 나이아신아마이드, [25-6] 1,2-헥산다이올, [25-7] 인삼수(16, [25-8] 590 ppm), [25-9] 하이드록시아세토페논, [25-10] 글리세릴글루코사이드, [25-11] 판테놀, [25-12] 잔탄검, [25-13] 알란토인, [25-14] 다이포타슘글리시리제이트, [25-15] 아데노신, [25-16] 덱스트린, [25-17] 카카오추출물, [25-18] 다이소듐이디티에이, [25-19] 글루코오스, [25-20] 인삼캘러스배양추출물(20 ppm), [25-21] 인삼추출물(3 ppm), [25-22] 인삼열매추출물(2 ppm), [25-23] 에틸헥실글리세린, [25-24] 락토바실러스/홍삼발효여과물(1 ppm), [25-25] 소듐하이알루로네이트"
"A000000189586","헤라 하이드로 리플렉팅 토너 170ml","헤라","170.0","170.0","ml","55000.0","43560","2562.4","정제수, 부틸렌글라이콜, 변성알코올, 글리세린, 1,2-헥산다이올, 트레할로오스, 락토바실러스발효용해물, 글리세레스-26, 피피지-13-데실테트라데세스-24, 마트리카리아꽃수, 에틸헥실글리세린, 베타인, 카보머, 향료, 트로메타민, 다이소듐이디티에이, 프로판다이올, 마데카소사이드, 나이아신아마이드, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 흰목이버섯포자낭과추출물, 하이알루로닉애씨드, 병풀꽃/잎/줄기추출물, 잔탄검, 아스코빅애씨드, 토코페롤, 라이신, 알지닌, 히스티딘, 세라마이드엔피, 글루코오스, 자일로오스, 복사나무잎추출물, 만노오스, 소듐클로라이드, 레시틴, 소듐포스페이트, 카퍼트라이펩타이드-1, 푸코오스, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장, 칼슘클로라이드","","[44-1] 정제수, [44-2] 부틸렌글라이콜, [44-3] 변성알코올, [44-4] 글리세린, [44-5] 1,2-헥산다이올, [44-6] 트레할로오스, [44-7] 락토바실러스발효용해물, [44-8] 글리세레스-26, [44-9] 피피지-13-데실테트라데세스-24, [44-10] 마트리카리아꽃수, [44-11] 에틸헥실글리세린, [44-12] 베타인, [44-13] 카보머, [44-14] 향료, [44-15] 트로메타민, [44-16] 다이소듐이디티에이, [44-17] 프로판다이올, [44-18] 마데카소사이드, [44-19] 나이아신아마이드, [44-20] 아크릴레이트/스테아릴메타크릴레이트코폴리머, [44-21] 흰목이버섯포자낭과추출물, [44-22] 하이알루로닉애씨드, [44-23] 병풀꽃/잎/줄기추출물, [44-24] 잔탄검, [44-25] 아스코빅애씨드, [44-26] 토코페롤, [44-27] 라이신, [44-28] 알지닌, [44-29] 히스티딘, [44-30] 세라마이드엔피, [44-31] 글루코오스, [44-32] 자일로오스, [44-33] 복사나무잎추출물, [44-34] 만노오스, [44-35] 소듐클로라이드, [44-36] 레시틴, [44-37] 소듐포스페이트, [44-38] 카퍼트라이펩타이드-1, [44-39] 푸코오스, [44-40] 포타슘클로라이드, [44-41] 포타슘포스페이트, [44-42] 마그네슘클로라이드, [44-43] 하이드롤라이즈드기장, [44-44] 칼슘클로라이드"
"A000000195660","[수분/진정] 아이소이 포맨 아쿠아 수딩 토너 150ml","아이소이","150.0","150.0","ml","25000.0","20000","1333.3","정제수,글리세린,에탄올,베타인,소듐하이알루로네이트,귀리가루추출물,라즈베리추출물,신선초추출물,밤부사 불가리스추출물,바질추출물,녹차추출물,쑥잎추출물,알란토인,판테놀,알지닌,카보머,부틸렌글라이콜,1,2-헥산다이올,포트마리골드꽃추출물,황금추출물,모란뿌리추출물,스페인감초뿌리추출물,로즈마리잎오일,베르가모트오일,리모넨,리날룰","","[26-1] 정제수, [26-2] 글리세린, [26-3] 에탄올, [26-4] 베타인, [26-5] 소듐하이알루로네이트, [26-6] 귀리가루추출물, [26-7] 라즈베리추출물, [26-8] 신선초추출물, [26-9] 밤부사 불가리스추출물, [26-10] 바질추출물, [26-11] 녹차추출물, [26-12] 쑥잎추출물, [26-13] 알란토인, [26-14] 판테놀, [26-15] 알지닌, [26-16] 카보머, [26-17] 부틸렌글라이콜, [26-18] 1,2-헥산다이올, [26-19] 포트마리골드꽃추출물, [26-20] 황금추출물, [26-21] 모란뿌리추출물, [26-22] 스페인감초뿌리추출물, [26-23] 로즈마리잎오일, [26-24] 베르가모트오일, [26-25] 리모넨, [26-26] 리날룰"
"A000000197102","[NCT 재민PICK] 이즈앤트리 초저분자 히아루론산 토너 300ml","이즈앤트리","300.0","300.0","ml","21000.0","14700","490.0","정제수, 메틸프로판다이올, 1,2-헥산다이올, 해수, 글리세린, 베타인, 알란토인, 부틸렌글라이콜, 카프릴릴글라이콜, 에틸헥실글리세린, 판테놀, 잔탄검, 말라카이트추출물, 다이소듐이디티에이, 하이드롤라이즈드하이알루로닉애씨드, 펜틸렌글라이콜, 자일리틸글루코사이드, 안하이드로자일리톨, 소듐하이알루로네이트, 자일리톨, 포타슘하이알루로네이트, 글루코오스, 다이메틸실란올하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드칼슘하이알루로네이트, 하이알루로닉애씨드, 버지니아풍년화추출물, 소듐설페이티드하이알루로네이트, 편백잎추출물, 소듐스테아로일하이알루로네이트, 소듐올레오일하이알루로네이트","","[34-1] 정제수, [34-2] 메틸프로판다이올, [34-3] 1,2-헥산다이올, [34-4] 해수, [34-5] 글리세린, [34-6] 베타인, [34-7] 알란토인, [34-8] 부틸렌글라이콜, [34-9] 카프릴릴글라이콜, [34-10] 에틸헥실글리세린, [34-11] 판테놀, [34-12] 잔탄검, [34-13] 말라카이트추출물, [34-14] 다이소듐이디티에이, [34-15] 하이드롤라이즈드하이알루로닉애씨드, [34-16] 펜틸렌글라이콜, [34-17] 자일리틸글루코사이드, [34-18] 안하이드로자일리톨, [34-19] 소듐하이알루로네이트, [34-20] 자일리톨, [34-21] 포타슘하이알루로네이트, [34-22] 글루코오스, [34-23] 다이메틸실란올하이알루로네이트, [34-24] 소듐아세틸레이티드하이알루로네이트, [34-25] 소듐하이알루로네이트크로스폴리머, [34-26] 하이드록시프로필트라이모늄하이알루로네이트, [34-27] 하이드롤라이즈드소듐하이알루로네이트, [34-28] 하이드롤라이즈드칼슘하이알루로네이트, [34-29] 하이알루로닉애씨드, [34-30] 버지니아풍년화추출물, [34-31] 소듐설페이티드하이알루로네이트, [34-32] 편백잎추출물, [34-33] 소듐스테아로일하이알루로네이트, [34-34] 소듐올레오일하이알루로네이트"
"A000000197660","닥터멜락신 아쿠아 이온 플라즈마 수분 토너 200ml","닥터멜락신","200.0","200.0","ml","16900.0","14900","745.0","정제수,부틸렌글라이콜,프로판다이올,글리세린,다이프로필렌글라이콜,나이아신아마이드,자일리톨,1,2-헥산다이올,자일리틸글루코사이드,안하이드로자일리톨,하이드록시아세토페논,에틸헥실글리세린,아데노신,암모늄폴리아크릴로일다이메틸타우레이트,소듐시트레이트,옥수수커넬추출물,다이소듐이디티에이,시트릭애씨드,덱스트린,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,치자추출물,글루코오스,프룩탄,소듐글루타메이트,소듐클로라이드,포타슘클로라이드,하이드록시프로필트라이모늄하이알루로네이트,칼슘락테이트,마그네슘카보네이트,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,소듐하이알루로네이트크로스폴리머,포타슘하이알루로네이트","","[35-1] 정제수, [35-2] 부틸렌글라이콜, [35-3] 프로판다이올, [35-4] 글리세린, [35-5] 다이프로필렌글라이콜, [35-6] 나이아신아마이드, [35-7] 자일리톨, [35-8] 1,2-헥산다이올, [35-9] 자일리틸글루코사이드, [35-10] 안하이드로자일리톨, [35-11] 하이드록시아세토페논, [35-12] 에틸헥실글리세린, [35-13] 아데노신, [35-14] 암모늄폴리아크릴로일다이메틸타우레이트, [35-15] 소듐시트레이트, [35-16] 옥수수커넬추출물, [35-17] 다이소듐이디티에이, [35-18] 시트릭애씨드, [35-19] 덱스트린, [35-20] 소듐하이알루로네이트, [35-21] 하이드롤라이즈드하이알루로닉애씨드, [35-22] 하이알루로닉애씨드, [35-23] 치자추출물, [35-24] 글루코오스, [35-25] 프룩탄, [35-26] 소듐글루타메이트, [35-27] 소듐클로라이드, [35-28] 포타슘클로라이드, [35-29] 하이드록시프로필트라이모늄하이알루로네이트, [35-30] 칼슘락테이트, [35-31] 마그네슘카보네이트, [35-32] 소듐아세틸레이티드하이알루로네이트, [35-33] 하이드롤라이즈드소듐하이알루로네이트, [35-34] 소듐하이알루로네이트크로스폴리머, [35-35] 포타슘하이알루로네이트"
"A000000198834","테라로직 마데셀 더마 리페어 B5 토너 280ml","테라로직","280.0","280.0","ml","25000.0","19900","710.7","정제수, 글리세린, 다이프로필렌글라이콜 , 1,2-헥산다이올, 다이에톡시에틸석시네이트, 베타인, 하이드록시아세토페논, 글리세레스-25피씨에이아이소스테아레이트, 하이드록시에틸셀룰로오스, 알란토인, 잔탄검, 카보머, 트로메타민, 판테놀, 병풀추출물, 라벤더꽃추출물, 마데카소사이드, 마트리카리아꽃/잎추출물, 보리지추출물, 부틸렌글라이콜, 수레국화꽃추출물, 클레리추출물, 히아신스전초추출물, 다이소듐포스페이트, 폴리솔베이트60, 소듐포스페이트, 소듐하이알루로네이트, 에틸헥실글리세린, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트","","[30-1] 정제수, [30-2] 글리세린, [30-3] 다이프로필렌글라이콜, [30-4] 1,2-헥산다이올, [30-5] 다이에톡시에틸석시네이트, [30-6] 베타인, [30-7] 하이드록시아세토페논, [30-8] 글리세레스-25피씨에이아이소스테아레이트, [30-9] 하이드록시에틸셀룰로오스, [30-10] 알란토인, [30-11] 잔탄검, [30-12] 카보머, [30-13] 트로메타민, [30-14] 판테놀, [30-15] 병풀추출물, [30-16] 라벤더꽃추출물, [30-17] 마데카소사이드, [30-18] 마트리카리아꽃/잎추출물, [30-19] 보리지추출물, [30-20] 부틸렌글라이콜, [30-21] 수레국화꽃추출물, [30-22] 클레리추출물, [30-23] 히아신스전초추출물, [30-24] 다이소듐포스페이트, [30-25] 폴리솔베이트60, [30-26] 소듐포스페이트, [30-27] 소듐하이알루로네이트, [30-28] 에틸헥실글리세린, [30-29] 하이드롤라이즈드하이알루로닉애씨드, [30-30] 소듐아세틸레이티드하이알루로네이트"
"A000000199411","[리필/1등 속보습] 라네즈 크림스킨 170ml 리필","라네즈","170.0","170.0","ml","26000.0","23400","1376.5","정제수, 부틸렌글라이콜, 글리세린, 메도우폼씨오일, 아이소펜틸다이올, 1,2-헥산다이올, 스쿠알란, 폴리글리세릴-10스테아레이트, 글리세릴스테아레이트시트레이트, 소듐스테아로일글루타메이트, 이눌린라우릴카바메이트, 글리세릴카프릴레이트, 에틸헥실글리세린, 프로판다이올, 다이소듐이디티에이, 카보머, 만니톨, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 흰목이버섯포자낭과추출물, 하이알루로닉애씨드, 녹차추출물, 잔탄검, 세라마이드엔피, 동백나무꽃추출물, 토코페롤, 아세틸테트라펩타이드-11","","[26-1] 정제수, [26-2] 부틸렌글라이콜, [26-3] 글리세린, [26-4] 메도우폼씨오일, [26-5] 아이소펜틸다이올, [26-6] 1,2-헥산다이올, [26-7] 스쿠알란, [26-8] 폴리글리세릴-10스테아레이트, [26-9] 글리세릴스테아레이트시트레이트, [26-10] 소듐스테아로일글루타메이트, [26-11] 이눌린라우릴카바메이트, [26-12] 글리세릴카프릴레이트, [26-13] 에틸헥실글리세린, [26-14] 프로판다이올, [26-15] 다이소듐이디티에이, [26-16] 카보머, [26-17] 만니톨, [26-18] 아크릴레이트/스테아릴메타크릴레이트코폴리머, [26-19] 흰목이버섯포자낭과추출물, [26-20] 하이알루로닉애씨드, [26-21] 녹차추출물, [26-22] 잔탄검, [26-23] 세라마이드엔피, [26-24] 동백나무꽃추출물, [26-25] 토코페롤, [26-26] 아세틸테트라펩타이드-11"
"A000000199507","헤브블루 살몬 PDRN 케어링 센텔라 토너 200ml","헤브블루","200.0","200.0","ml","","41900","2095.0","병풀잎수(828,168ppm), 정제수, 부틸렌글라이콜, 약모밀수(30,380ppm), 프로판다이올, 글리세린, 1,2-헥산다이올, 연어알추출물(1,500ppm), 알란토인, 판테놀, 에틸헥실글리세린, 소듐하이알루로네이트, 다이소듐이디티에이, 말토덱스트린, 아보카도열매추출물, 덱스트린, 카카오추출물, 쇠비름추출물, 마데카소사이드, 소듐디엔에이","","[23-1] 병풀잎수(828, [23-2] 168ppm), [23-3] 정제수, [23-4] 부틸렌글라이콜, [23-5] 약모밀수(30, [23-6] 380ppm), [23-7] 프로판다이올, [23-8] 글리세린, [23-9] 1,2-헥산다이올, [23-10] 연어알추출물(1, [23-11] 500ppm), [23-12] 알란토인, [23-13] 판테놀, [23-14] 에틸헥실글리세린, [23-15] 소듐하이알루로네이트, [23-16] 다이소듐이디티에이, [23-17] 말토덱스트린, [23-18] 아보카도열매추출물, [23-19] 덱스트린, [23-20] 카카오추출물, [23-21] 쇠비름추출물, [23-22] 마데카소사이드, [23-23] 소듐디엔에이"
